0	24
1	5
2	49
3	2
4	16
5	9
6	7
7	25
8	36
9	45
10	0
11	32
12	1
13	71
14	69
15	42
16	18
17	21
18	13
19	50
20	16
21	45
22	8
23	71
24	11
25	65
26	18
27	29
28	71
29	42
30	51
31	52
32	48
33	57
34	32
35	41
36	22
37	17
38	48
39	1
40	39
41	43
42	70
43	37
44	16
45	71
46	9
47	70
48	33
49	71
50	41
51	31
52	33
53	9
54	55
55	16
56	57
57	16
58	68
59	37
60	8
61	67
62	49
63	68
64	54
65	68
66	5
67	46
68	30
69	23
70	16
71	27
72	55
73	57
74	30
75	72
76	17
77	41
78	15
79	65
80	18
81	20
82	26
83	16
84	56
85	74
86	70
87	6
88	24
89	69
90	63
91	64
92	28
93	74
94	45
95	39
96	52
97	8
98	36
99	24
100	66
101	49
102	65
103	73
104	12
105	61
106	9
107	56
108	26
109	61
110	1
111	35
112	57
113	46
114	55
115	50
116	1
117	24
118	53
119	25
120	51
121	61
122	47
123	17
124	54
125	34
126	35
127	48
128	43
129	60
130	13
131	15
132	32
133	73
134	50
135	5
136	43
137	7
138	57
139	11
140	39
141	19
142	11
143	47
144	65
145	26
146	18
147	15
148	54
149	34
150	13
151	5
152	61
153	10
154	40
155	13
156	70
157	35
158	4
159	59
160	42
161	74
162	21
163	33
164	36
165	32
166	21
167	51
168	70
169	1
170	24
171	45
172	13
173	72
174	22
175	28
176	48
177	6
178	48
179	8
180	41
181	43
182	24
183	24
184	42
185	55
186	41
187	64
188	37
189	27
190	40
191	59
192	69
193	41
194	8
195	49
196	74
197	50
198	40
199	24
200	66
201	43
202	33
203	49
204	19
205	33
206	0
207	74
208	73
209	15
210	61
211	1
212	9
213	17
214	64
215	66
216	64
217	58
218	1
219	59
220	47
221	21
222	70
223	60
224	7
225	26
226	45
227	2
228	62
229	20
230	55
231	12
232	33
233	35
234	19
235	34
236	34
237	34
238	60
239	36
240	69
241	48
242	70
243	58
244	21
245	18
246	12
247	24
248	70
249	18
250	54
251	22
252	74
253	42
254	70
255	64
256	50
257	35
258	74
259	73
260	32
261	12
262	59
263	17
264	63
265	33
266	59
267	7
268	21
269	66
270	40
271	9
272	56
273	66
274	60
275	48
276	57
277	6
278	3
279	58
280	17
281	49
282	32
283	6
284	18
285	0
286	58
287	71
288	66
289	71
290	15
291	47
292	73
293	40
294	1
295	9
296	62
297	25
298	2
299	7
300	56
301	10
302	5
303	20
304	61
305	54
306	14
307	16
308	74
309	20
310	21
311	65
312	10
313	15
314	13
315	66
316	57
317	57
318	71
319	37
320	25
321	64
322	54
323	22
324	69
325	17
326	27
327	7
328	2
329	71
330	12
331	44
332	73
333	56
334	3
335	50
336	34
337	30
338	64
339	33
340	54
341	48
342	53
343	29
344	17
345	56
346	49
347	13
348	20
349	39
350	38
351	19
352	66
353	57
354	65
355	9
356	25
357	20
358	33
359	12
360	7
361	40
362	72
363	30
364	4
365	42
366	60
367	54
368	2
369	29
370	35
371	16
372	74
373	26
374	48
375	23
376	5
377	5
378	73
379	33
380	8
381	36
382	45
383	64
384	32
385	70
386	53
387	43
388	57
389	56
390	1
391	24
392	30
393	27
394	69
395	54
396	8
397	25
398	38
399	6
400	73
401	33
402	5
403	55
404	33
405	69
406	63
407	8
408	52
409	58
410	45
411	21
412	60
413	49
414	71
415	47
416	55
417	66
418	26
419	64
420	24
421	42
422	45
423	35
424	12
425	67
426	6
427	46
428	50
429	53
430	56
431	42
432	36
433	50
434	0
435	6
436	50
437	12
438	55
439	8
440	18
441	74
442	58
443	44
444	36
445	45
446	60
447	9
448	74
449	16
450	60
451	45
452	43
453	1
454	55
455	48
456	13
457	9
458	60
459	19
460	53
461	57
462	30
463	16
464	24
465	48
466	1
467	64
468	57
469	44
470	7
471	5
472	60
473	48
474	57
475	7
476	40
477	3
478	12
479	34
480	27
481	72
482	51
483	50
484	52
485	54
486	57
487	25
488	61
489	56
490	70
491	7
492	40
493	21
494	9
495	61
496	59
497	49
498	11
499	6
500	59
501	4
502	53
503	74
504	49
505	61
506	51
507	54
508	59
509	59
510	9
511	45
512	61
513	69
514	60
515	35
516	0
517	51
518	21
519	62
520	15
521	40
522	62
523	53
524	24
525	45
526	45
527	34
528	36
529	2
530	60
531	47
532	1
533	32
534	17
535	22
536	0
537	32
538	57
539	5
540	15
541	73
542	66
543	9
544	49
545	23
546	44
547	52
548	35
549	53
550	70
551	57
552	36
553	18
554	1
555	49
556	39
557	42
558	58
559	37
560	42
561	74
562	40
563	36
564	53
565	58
566	69
567	40
568	21
569	14
570	67
571	66
572	40
573	15
574	24
575	72
576	7
577	66
578	34
579	39
580	69
581	34
582	65
583	53
584	58
585	13
586	17
587	53
588	59
589	36
590	74
591	35
592	54
593	12
594	66
595	22
596	48
597	34
598	60
599	68
600	38
601	24
602	50
603	35
604	43
605	73
606	30
607	37
608	40
609	28
610	61
611	27
612	52
613	51
614	69
615	62
616	1
617	21
618	58
619	48
620	9
621	73
622	48
623	37
624	13
625	21
626	70
627	72
628	71
629	59
630	72
631	48
632	69
633	59
634	57
635	28
636	27
637	0
638	61
639	31
640	48
641	23
642	35
643	38
644	5
645	36
646	72
647	28
648	5
649	54
650	38
651	12
652	70
653	37
654	69
655	68
656	63
657	47
658	52
659	48
660	59
661	50
662	40
663	28
664	47
665	60
666	8
667	16
668	70
669	68
670	40
671	5
672	59
673	67
674	49
675	30
676	40
677	40
678	29
679	38
680	21
681	29
682	58
683	63
684	60
685	13
686	66
687	33
688	42
689	38
