0	58
1	9
2	22
3	14
4	42
5	61
6	71
7	71
8	7
9	7
10	33
11	7
12	48
13	30
14	32
15	66
16	36
17	71
18	19
19	19
20	32
21	72
22	68
23	22
24	61
25	29
26	30
27	21
28	12
29	63
30	13
31	13
32	21
33	4
34	8
35	11
36	15
37	0
38	13
39	41
40	45
41	70
42	14
43	74
44	14
45	65
46	41
47	6
48	54
49	49
50	49
51	9
52	35
53	15
54	13
55	30
56	58
57	38
58	48
59	54
60	34
61	35
62	4
63	11
64	64
65	37
66	69
67	30
68	21
69	32
70	27
71	45
72	10
73	45
74	1
75	21
76	66
77	41
78	11
79	13
80	13
81	35
82	46
83	26
84	42
85	8
86	24
87	57
88	26
89	52
90	15
91	1
92	21
93	64
94	52
95	25
96	51
97	9
98	58
99	58
100	67
101	30
102	20
103	11
104	44
105	74
106	47
107	70
108	0
109	12
110	73
111	12
112	32
113	59
114	59
115	48
116	33
117	7
118	12
119	21
120	62
121	7
122	7
123	54
124	19
125	19
126	35
127	15
128	35
129	64
130	35
131	34
132	43
133	43
134	4
135	30
136	42
137	35
138	19
139	19
140	71
141	48
142	2
143	38
144	5
145	23
146	66
147	42
148	61
149	36
150	74
151	38
152	38
153	46
154	35
155	68
156	69
157	68
158	21
159	66
160	63
161	14
162	65
163	42
164	51
165	9
166	36
167	15
168	8
169	38
170	38
171	16
172	20
173	64
174	42
175	22
176	23
177	23
178	24
179	32
180	26
181	21
182	68
183	64
184	6
185	6
186	36
187	43
188	12
189	32
190	58
191	53
192	22
193	0
194	14
195	64
196	32
197	66
198	54
199	9
200	6
201	26
202	21
203	20
204	61
205	42
206	27
207	4
208	21
209	58
210	19
211	19
212	19
213	54
214	5
215	34
216	52
217	52
218	67
219	11
220	1
221	17
222	48
223	15
224	73
225	52
226	74
227	44
228	22
229	70
230	61
231	59
232	46
233	37
234	30
235	21
236	58
237	73
238	33
239	66
240	32
241	11
242	35
243	34
244	9
245	9
246	1
247	1
248	8
249	74
250	30
251	23
252	45
253	35
254	35
255	60
256	60
257	68
258	32
259	63
260	0
261	18
262	43
263	45
264	6
265	40
266	0
267	0
268	57
269	64
270	32
271	3
272	51
273	15
274	21
275	1
276	3
277	63
278	66
279	47
280	36
281	36
282	36
283	71
284	36
285	41
286	63
287	21
288	4
289	36
290	12
291	45
292	68
293	21
294	50
295	10
296	3
297	14
298	22
299	1
300	22
301	58
302	9
303	45
304	5
305	43
306	43
307	30
308	21
309	11
310	19
311	19
312	13
313	18
314	23
315	45
316	14
317	14
318	39
319	40
320	44
321	10
322	60
323	60
324	25
325	4
326	70
327	41
328	1
329	1
330	21
331	21
332	20
333	18
334	8
335	29
336	62
337	46
338	61
339	9
340	15
341	68
342	64
343	7
344	1
345	37
346	0
347	6
348	40
349	49
350	49
351	14
352	74
353	15
354	6
355	35
356	32
357	27
358	37
359	35
360	0
361	0
362	65
363	14
364	22
365	60
366	70
367	36
368	6
369	40
370	17
371	32
372	38
373	4
374	30
375	6
376	35
377	32
378	11
379	20
380	20
381	68
382	21
383	70
384	14
385	44
386	44
387	12
388	8
389	1
390	70
391	66
392	10
393	34
394	13
395	43
396	69
397	46
398	33
399	7
400	22
401	43
402	53
403	68
404	54
405	53
406	18
407	29
408	13
409	13
410	57
411	68
412	20
413	20
414	23
415	15
416	35
417	0
418	64
419	21
420	21
421	52
422	4
423	38
424	38
425	8
426	3
427	14
428	30
429	60
430	60
431	29
432	29
433	54
434	5
435	46
436	35
437	19
438	11
439	42
440	11
441	57
442	9
443	49
444	62
445	73
446	51
447	15
448	27
449	21
450	1
451	0
452	26
453	49
454	9
455	22
456	45
457	41
458	17
459	14
460	18
461	8
462	64
463	6
464	55
465	11
466	42
467	32
468	72
469	3
470	42
471	52
472	52
473	30
474	21
475	57
476	38
477	1
478	58
479	19
480	19
481	27
482	57
483	41
484	73
485	15
486	68
487	22
488	13
489	64
490	64
491	71
492	71
493	22
494	48
495	68
496	68
497	48
498	48
499	32
500	3
501	56
502	32
503	3
504	54
505	43
506	19
507	40
508	24
509	39
510	54
511	17
512	2
513	52
514	54
515	54
516	65
517	65
518	62
519	51
520	51
521	73
522	68
523	23
524	67
525	66
526	1
527	29
528	61
529	6
530	35
531	52
532	62
533	66
534	33
535	69
536	18
537	23
538	54
539	59
540	74
541	51
542	9
543	18
544	22
545	32
546	12
547	14
548	14
549	5
550	18
551	27
552	3
553	12
554	24
555	51
556	9
557	69
558	70
559	41
560	51
561	9
562	67
563	27
564	13
565	13
566	55
567	9
568	42
569	22
570	19
571	40
572	12
573	36
574	32
575	11
576	43
577	11
578	46
579	37
580	25
581	52
582	25
583	51
584	20
585	63
586	33
587	73
588	15
589	19
590	14
591	28
592	74
593	15
594	73
595	50
596	2
597	19
598	32
599	37
600	0
601	41
602	45
603	12
604	57
605	14
606	3
607	21
608	18
609	22
610	52
611	25
612	37
